Q28,Q39_Part_1,Q39_Part_2,Q39_Part_3,Q39_Part_4,Q39_Part_5,Q39_Part_6,Q39_Part_7,Q39_Part_8,Q39_Part_9,Q39_OTHER,Q40_Part_1,Q40_Part_2,Q40_Part_3,Q40_Part_4,Q40_Part_5,Q40_Part_6,Q40_Part_7,Q40_Part_8,Q40_Part_9,Q40_Part_10,Q40_Part_11,Q40_OTHER
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,edX,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,, Streamlit , NBViewer , GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,,Fast.ai,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
 Amazon Web Services (AWS) ,, Streamlit ,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,Other,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,,,,,Other
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,DataCamp,,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,,,,DataCamp,,,,LinkedIn Learning,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub , Personal blog ,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,,edX,,,,,,,,,,
,,,,,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,,,
 Microsoft Azure ,,,, GitHub , Personal blog ,,,,,,,edX,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,Other
,,,,,,,,,,,,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
 Amazon Web Services (AWS) , Plotly Dash , Streamlit ,, GitHub , Personal blog , Kaggle ,, Shiny ,,,,,Kaggle Learn Courses,DataCamp,Fast.ai,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,,,,,,,,,,,None,
 Microsoft Azure ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,Udemy,,,,,Other
 Google Cloud Platform (GCP) ,,,,,,, Colab ,,,,,edX,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,,,,,Other,,edX,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,Fast.ai,Udacity,Udemy,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
 Amazon Web Services (AWS) , Plotly Dash , Streamlit ,, GitHub ,,, Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,,,,,,
 Microsoft Azure ,,,, GitHub ,, Kaggle ,, Shiny ,,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub , Personal blog ,,,,,,Coursera,,,,Fast.ai,Udacity,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,Fast.ai,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,Udacity,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,DataCamp,,,,,,,,
 Amazon Web Services (AWS) ,,, NBViewer ,,,,,,,,,edX,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
, Plotly Dash ,, NBViewer ,,, Kaggle ,,,,,,,,,,Udacity,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,edX,,DataCamp,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,Other,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,, Kaggle ,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,Coursera,,,,,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub , Personal blog ,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,Udacity,Udemy,LinkedIn Learning,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,,,,,,,,,,,,Other
,,,, GitHub , Personal blog ,, Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,Fast.ai,,,,,,,
,,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,Other
, Plotly Dash ,,, GitHub ,, Kaggle , Colab , Shiny ,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,, Colab ,,,,Coursera,edX,,,Fast.ai,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,, Colab ,,,,,,,,,,,,,,,Other
 IBM Cloud / Red Hat ,,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
 Google Cloud Platform (GCP) ,, Streamlit ,,,,,, Shiny ,,,Coursera,,,DataCamp,,,Udemy,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,, GitHub ,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,Fast.ai,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,DataCamp,,Udacity,,LinkedIn Learning,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,edX,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,DataCamp,,,,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,, Personal blog ,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,,, Colab ,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,Other,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,, GitHub ,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,,,,,,,Coursera,edX,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,Fast.ai,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
, Plotly Dash ,,,,,,, Shiny ,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,,,,,,Udacity,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,Udacity,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
None were satisfactory,,,, GitHub ,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,,,,Udacity,,,,,,
,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,, GitHub ,,, Colab ,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,Fast.ai,Udacity,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,,,,,,
,, Streamlit ,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,,DataCamp,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,edX,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,Udemy,,,University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle , Colab , Shiny ,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
