,index,age,gender
4517,4517,30-34,Woman
4518,4518,40-44,Man
4519,4519,45-49,Woman
4520,4520,25-29,Woman
4521,4521,18-21,Man
4522,4522,55-59,Man
4523,4523,25-29,Man
4524,4524,40-44,Woman
4525,4525,30-34,Man
4526,4526,22-24,Woman
4527,4527,18-21,Woman
4528,4528,30-34,Woman
4529,4529,22-24,Man
4530,4530,25-29,Man
4531,4531,18-21,Man
4532,4532,18-21,Man
4533,4533,22-24,Man
4534,4534,22-24,Man
4535,4535,25-29,Man
4536,4536,18-21,Man
4537,4537,50-54,Man
4538,4538,18-21,Man
4539,4539,25-29,Man
4540,4540,18-21,Man
4541,4541,25-29,Man
4542,4542,22-24,Man
4543,4543,30-34,Woman
4544,4544,25-29,Man
4545,4545,25-29,Man
4546,4546,25-29,Man
4547,4547,22-24,Man
4548,4548,22-24,Woman
4549,4549,22-24,Man
4550,4550,60-69,Man
4551,4551,22-24,Man
4552,4552,25-29,Woman
4553,4553,60-69,Man
4554,4554,30-34,Man
4555,4555,30-34,Woman
4556,4556,30-34,Man
4557,4557,25-29,Man
4558,4558,45-49,Man
4559,4559,25-29,Man
4560,4560,25-29,Woman
4561,4561,18-21,Man
4562,4562,25-29,Man
4563,4563,22-24,Man
4564,4564,22-24,Woman
4565,4565,40-44,Woman
4566,4566,22-24,Prefer not to say
4567,4567,30-34,Man
4568,4568,35-39,Man
4569,4569,18-21,Woman
4570,4570,45-49,Man
4571,4571,18-21,Woman
4572,4572,18-21,Woman
4573,4573,22-24,Man
4574,4574,22-24,Woman
4575,4575,18-21,Man
4576,4576,18-21,Man
4577,4577,22-24,Man
4578,4578,18-21,Man
4579,4579,25-29,Man
4580,4580,22-24,Woman
4581,4581,18-21,Man
4582,4582,30-34,Man
4583,4583,25-29,Man
4584,4584,30-34,Man
4585,4585,40-44,Man
4586,4586,18-21,Woman
4587,4587,18-21,Woman
4588,4588,55-59,Man
4589,4589,22-24,Man
4590,4590,45-49,Man
4591,4591,30-34,Woman
4592,4592,25-29,Woman
4593,4593,18-21,Man
4594,4594,40-44,Woman
4595,4595,50-54,Man
4596,4596,22-24,Man
4597,4597,25-29,Woman
4598,4598,22-24,Man
4599,4599,18-21,Man
4600,4600,18-21,Man
4601,4601,60-69,Man
4602,4602,25-29,Man
4603,4603,22-24,Woman
4604,4604,40-44,Man
4605,4605,30-34,Man
4606,4606,30-34,Man
4607,4607,45-49,Man
4608,4608,35-39,Man
4609,4609,30-34,Man
4610,4610,30-34,Woman
4611,4611,25-29,Woman
4612,4612,40-44,Woman
4613,4613,50-54,Man
4614,4614,18-21,Man
4615,4615,45-49,Man
4616,4616,18-21,Woman
4617,4617,22-24,Man
4618,4618,18-21,Man
4619,4619,60-69,Man
4620,4620,40-44,Man
4621,4621,35-39,Man
4622,4622,55-59,Man
4623,4623,35-39,Man
4624,4624,40-44,Man
4625,4625,22-24,Woman
4626,4626,18-21,Man
4627,4627,18-21,Man
4628,4628,22-24,Man
4629,4629,50-54,Man
4630,4630,35-39,Man
4631,4631,22-24,Man
4632,4632,22-24,Man
4633,4633,22-24,Man
4634,4634,40-44,Man
4635,4635,18-21,Man
4636,4636,18-21,Woman
4637,4637,22-24,Man
4638,4638,30-34,Woman
4639,4639,50-54,Man
4640,4640,25-29,Man
4641,4641,25-29,Man
4642,4642,35-39,Woman
4643,4643,50-54,Man
4644,4644,25-29,Man
4645,4645,22-24,Woman
4646,4646,50-54,Man
4647,4647,25-29,Man
4648,4648,25-29,Man
4649,4649,25-29,Man
4650,4650,35-39,Man
4651,4651,25-29,Man
4652,4652,22-24,Woman
4653,4653,30-34,Man
4654,4654,50-54,Man
4655,4655,22-24,Man
4656,4656,18-21,Man
4657,4657,35-39,Man
4658,4658,25-29,Man
4659,4659,25-29,Man
4660,4660,40-44,Man
4661,4661,18-21,Man
4662,4662,18-21,Man
4663,4663,22-24,Man
4664,4664,25-29,Man
4665,4665,18-21,Man
4666,4666,25-29,Man
4667,4667,22-24,Man
4668,4668,40-44,Man
4669,4669,30-34,Man
4670,4670,25-29,Man
4671,4671,25-29,Man
4672,4672,25-29,Man
4673,4673,18-21,Woman
4674,4674,18-21,Man
4675,4675,22-24,Man
4676,4676,35-39,Man
4677,4677,30-34,Man
4678,4678,25-29,Man
4679,4679,18-21,Man
4680,4680,25-29,Man
4681,4681,25-29,Man
4682,4682,45-49,Woman
4683,4683,18-21,Woman
4684,4684,22-24,Man
4685,4685,30-34,Man
4686,4686,18-21,Man
4687,4687,50-54,Man
4688,4688,50-54,Man
4689,4689,30-34,Man
4690,4690,18-21,Woman
4691,4691,50-54,Man
4692,4692,18-21,Woman
4693,4693,22-24,Man
4694,4694,35-39,Man
4695,4695,18-21,Man
4696,4696,22-24,Man
4697,4697,25-29,Man
4698,4698,18-21,Man
4699,4699,25-29,Man
4700,4700,35-39,Man
4701,4701,35-39,Man
4702,4702,18-21,Man
4703,4703,18-21,Man
4704,4704,25-29,Man
4705,4705,30-34,Man
4706,4706,55-59,Man
4707,4707,22-24,Man
4708,4708,40-44,Woman
4709,4709,25-29,Man
4710,4710,22-24,Man
4711,4711,25-29,Man
4712,4712,18-21,Man
4713,4713,25-29,Man
4714,4714,18-21,Man
4715,4715,25-29,Man
4716,4716,45-49,Man
4717,4717,22-24,Woman
4718,4718,30-34,Man
4719,4719,40-44,Man
4720,4720,35-39,Man
4721,4721,40-44,Man
4722,4722,40-44,Man
4723,4723,25-29,Man
4724,4724,40-44,Man
4725,4725,22-24,Man
4726,4726,18-21,Man
4727,4727,18-21,Woman
4728,4728,22-24,Man
4729,4729,35-39,Woman
4730,4730,30-34,Man
4731,4731,18-21,Woman
4732,4732,22-24,Man
4733,4733,30-34,Man
4734,4734,60-69,Man
4735,4735,30-34,Man
4736,4736,35-39,Man
4737,4737,30-34,Man
4738,4738,22-24,Man
4739,4739,18-21,Man
4740,4740,18-21,Man
4741,4741,40-44,Man
4742,4742,25-29,Man
4743,4743,22-24,Man
4744,4744,22-24,Man
4745,4745,22-24,Man
4746,4746,22-24,Man
4747,4747,22-24,Man
4748,4748,18-21,Man
4749,4749,22-24,Man
4750,4750,30-34,Man
4751,4751,50-54,Woman
4752,4752,35-39,Nonbinary
4753,4753,35-39,Man
4754,4754,60-69,Man
4755,4755,55-59,Man
4756,4756,30-34,Man
4757,4757,22-24,Man
4758,4758,22-24,Man
4759,4759,40-44,Man
4760,4760,25-29,Man
4761,4761,18-21,Woman
4762,4762,50-54,Man
4763,4763,45-49,Man
4764,4764,22-24,Man
4765,4765,22-24,Man
4766,4766,40-44,Man
4767,4767,30-34,Woman
4768,4768,18-21,Man
4769,4769,40-44,Man
4770,4770,25-29,Prefer not to say
4771,4771,22-24,Man
4772,4772,18-21,Man
4773,4773,22-24,Woman
4774,4774,22-24,Man
4775,4775,25-29,Man
4776,4776,40-44,Man
4777,4777,50-54,Man
4778,4778,60-69,Man
4779,4779,25-29,Woman
4780,4780,25-29,Woman
4781,4781,40-44,Man
4782,4782,35-39,Man
4783,4783,35-39,Man
4784,4784,35-39,Man
4785,4785,22-24,Woman
4786,4786,18-21,Woman
4787,4787,30-34,Woman
4788,4788,35-39,Man
4789,4789,22-24,Man
4790,4790,18-21,Man
4791,4791,35-39,Man
4792,4792,18-21,Man
4793,4793,25-29,Woman
4794,4794,25-29,Nonbinary
4795,4795,35-39,Woman
4796,4796,25-29,Man
4797,4797,40-44,Man
4798,4798,18-21,Man
4799,4799,35-39,Man
4800,4800,35-39,Woman
4801,4801,45-49,Man
4802,4802,45-49,Man
4803,4803,22-24,Man
4804,4804,22-24,Man
4805,4805,25-29,Man
4806,4806,22-24,Man
4807,4807,18-21,Man
4808,4808,25-29,Man
4809,4809,70+,Man
4810,4810,25-29,Man
4811,4811,18-21,Man
4812,4812,45-49,Man
4813,4813,22-24,Man
4814,4814,18-21,Man
4815,4815,45-49,Man
4816,4816,18-21,Woman
4817,4817,25-29,Man
4818,4818,25-29,Man
4819,4819,25-29,Woman
4820,4820,25-29,Man
4821,4821,35-39,Man
4822,4822,22-24,Woman
4823,4823,22-24,Man
4824,4824,50-54,Woman
4825,4825,18-21,Woman
4826,4826,35-39,Man
4827,4827,18-21,Man
4828,4828,18-21,Man
4829,4829,30-34,Man
4830,4830,22-24,Man
4831,4831,45-49,Woman
4832,4832,45-49,Man
4833,4833,22-24,Man
4834,4834,45-49,Woman
4835,4835,18-21,Man
4836,4836,60-69,Man
4837,4837,35-39,Woman
4838,4838,40-44,Man
4839,4839,25-29,Man
4840,4840,18-21,Man
4841,4841,30-34,Man
4842,4842,25-29,Man
4843,4843,35-39,Man
4844,4844,25-29,Woman
4845,4845,55-59,Man
4846,4846,18-21,Man
4847,4847,35-39,Man
4848,4848,22-24,Man
4849,4849,25-29,Woman
4850,4850,35-39,Man
4851,4851,22-24,Man
4852,4852,25-29,Man
4853,4853,35-39,Woman
4854,4854,30-34,Man
4855,4855,30-34,Man
4856,4856,50-54,Man
4857,4857,30-34,Man
4858,4858,50-54,Man
4859,4859,18-21,Man
4860,4860,18-21,Man
4861,4861,18-21,Man
4862,4862,25-29,Man
4863,4863,22-24,Man
4864,4864,35-39,Man
4865,4865,18-21,Man
4866,4866,22-24,Man
4867,4867,25-29,Man
4868,4868,35-39,Woman
4869,4869,18-21,Man
4870,4870,25-29,Woman
4871,4871,35-39,Man
4872,4872,25-29,Woman
4873,4873,30-34,Man
4874,4874,18-21,Man
4875,4875,55-59,Man
4876,4876,40-44,Man
4877,4877,22-24,Man
4878,4878,25-29,Man
4879,4879,60-69,Man
4880,4880,45-49,Man
4881,4881,22-24,Man
4882,4882,30-34,Man
4883,4883,35-39,Man
4884,4884,25-29,Man
4885,4885,35-39,Man
4886,4886,30-34,Man
4887,4887,30-34,Man
4888,4888,22-24,Man
4889,4889,55-59,Man
4890,4890,18-21,Man
4891,4891,18-21,Man
4892,4892,30-34,Man
4893,4893,22-24,Woman
4894,4894,25-29,Man
4895,4895,18-21,Man
4896,4896,45-49,Prefer not to say
4897,4897,50-54,Man
4898,4898,25-29,Man
4899,4899,22-24,Man
4900,4900,18-21,Man
4901,4901,22-24,Woman
4902,4902,50-54,Man
4903,4903,22-24,Man
4904,4904,25-29,Man
4905,4905,60-69,Man
4906,4906,45-49,Man
4907,4907,30-34,Man
4908,4908,35-39,Woman
4909,4909,70+,Man
4910,4910,25-29,Woman
4911,4911,35-39,Woman
4912,4912,18-21,Man
4913,4913,25-29,Woman
4914,4914,30-34,Man
4915,4915,18-21,Man
4916,4916,50-54,Man
4917,4917,22-24,Man
4918,4918,30-34,Woman
4919,4919,25-29,Man
4920,4920,25-29,Man
4921,4921,18-21,Man
4922,4922,40-44,Man
4923,4923,22-24,Prefer not to say
4924,4924,22-24,Woman
4925,4925,40-44,Man
4926,4926,35-39,Man
4927,4927,50-54,Woman
4928,4928,30-34,Man
4929,4929,18-21,Man
4930,4930,50-54,Man
4931,4931,25-29,Man
4932,4932,45-49,Man
4933,4933,30-34,Man
4934,4934,25-29,Woman
4935,4935,25-29,Man
4936,4936,22-24,Man
4937,4937,18-21,Woman
4938,4938,18-21,Man
4939,4939,50-54,Woman
4940,4940,35-39,Man
4941,4941,50-54,Man
4942,4942,55-59,Man
4943,4943,25-29,Woman
4944,4944,30-34,Man
4945,4945,18-21,Woman
4946,4946,35-39,Man
4947,4947,22-24,Man
4948,4948,18-21,Man
4949,4949,70+,Man
4950,4950,22-24,Man
4951,4951,30-34,Woman
4952,4952,40-44,Man
4953,4953,60-69,Man
4954,4954,18-21,Man
4955,4955,18-21,Man
4956,4956,40-44,Woman
4957,4957,25-29,Man
4958,4958,22-24,Man
4959,4959,30-34,Woman
4960,4960,25-29,Man
4961,4961,45-49,Man
4962,4962,25-29,Man
4963,4963,25-29,Man
4964,4964,18-21,Man
4965,4965,35-39,Woman
4966,4966,45-49,Man
4967,4967,30-34,Man
4968,4968,25-29,Man
4969,4969,22-24,Man
4970,4970,18-21,Man
4971,4971,50-54,Man
4972,4972,60-69,Man
4973,4973,30-34,Man
4974,4974,40-44,Man
4975,4975,40-44,Man
4976,4976,30-34,Man
4977,4977,40-44,Man
4978,4978,45-49,Prefer not to say
4979,4979,18-21,Man
4980,4980,25-29,Man
4981,4981,25-29,Woman
4982,4982,30-34,Man
4983,4983,30-34,Woman
4984,4984,18-21,Man
4985,4985,22-24,Woman
4986,4986,25-29,Man
4987,4987,22-24,Man
4988,4988,22-24,Man
4989,4989,22-24,Man
4990,4990,35-39,Man
4991,4991,18-21,Man
4992,4992,22-24,Woman
4993,4993,18-21,Man
4994,4994,35-39,Man
4995,4995,22-24,Man
4996,4996,40-44,Man
4997,4997,40-44,Woman
4998,4998,18-21,Man
4999,4999,55-59,Man
5000,5000,40-44,Woman
5001,5001,30-34,Man
5002,5002,25-29,Man
5003,5003,30-34,Man
5004,5004,30-34,Woman
5005,5005,25-29,Man
5006,5006,25-29,Man
5007,5007,18-21,Woman
5008,5008,30-34,Man
5009,5009,25-29,Man
5010,5010,30-34,Man
5011,5011,22-24,Woman
5012,5012,22-24,Man
5013,5013,30-34,Man
5014,5014,18-21,Woman
5015,5015,40-44,Man
5016,5016,25-29,Man
5017,5017,18-21,Man
5018,5018,45-49,Man
5019,5019,22-24,Man
5020,5020,18-21,Man
5021,5021,40-44,Man
5022,5022,25-29,Man
5023,5023,45-49,Man
5024,5024,35-39,Man
5025,5025,30-34,Woman
5026,5026,30-34,Man
5027,5027,35-39,Woman
5028,5028,18-21,Man
5029,5029,22-24,Man
5030,5030,30-34,Man
5031,5031,60-69,Man
5032,5032,18-21,Woman
5033,5033,55-59,Man
5034,5034,18-21,Man
5035,5035,22-24,Man
5036,5036,25-29,Man
5037,5037,18-21,Man
5038,5038,35-39,Man
5039,5039,30-34,Man
5040,5040,35-39,Woman
5041,5041,25-29,Man
5042,5042,25-29,Man
5043,5043,30-34,Man
5044,5044,30-34,Man
5045,5045,50-54,Man
5046,5046,25-29,Man
5047,5047,22-24,Man
5048,5048,25-29,Woman
5049,5049,18-21,Man
5050,5050,40-44,Woman
5051,5051,30-34,Man
5052,5052,30-34,Man
5053,5053,35-39,Man
5054,5054,35-39,Woman
5055,5055,30-34,Man
5056,5056,55-59,Woman
5057,5057,45-49,Man
5058,5058,25-29,Man
5059,5059,45-49,Man
5060,5060,18-21,Man
5061,5061,40-44,Man
5062,5062,22-24,Man
5063,5063,18-21,Man
5064,5064,45-49,Man
5065,5065,30-34,Man
5066,5066,22-24,Woman
5067,5067,18-21,Man
5068,5068,30-34,Man
5069,5069,25-29,Man
5070,5070,18-21,Man
5071,5071,25-29,Woman
5072,5072,25-29,Woman
5073,5073,18-21,Man
5074,5074,18-21,Woman
5075,5075,35-39,Man
5076,5076,18-21,Woman
5077,5077,60-69,Man
5078,5078,18-21,Woman
5079,5079,25-29,Man
5080,5080,18-21,Man
5081,5081,18-21,Woman
5082,5082,22-24,Woman
5083,5083,45-49,Man
5084,5084,22-24,Man
5085,5085,40-44,Man
5086,5086,40-44,Man
5087,5087,18-21,Man
5088,5088,45-49,Woman
5089,5089,30-34,Man
5090,5090,25-29,Man
5091,5091,45-49,Woman
5092,5092,18-21,Man
5093,5093,40-44,Man
5094,5094,45-49,Man
5095,5095,30-34,Man
5096,5096,55-59,Man
5097,5097,18-21,Man
5098,5098,25-29,Prefer not to say
5099,5099,30-34,Man
5100,5100,35-39,Man
5101,5101,25-29,Man
5102,5102,18-21,Man
5103,5103,70+,Man
5104,5104,25-29,Man
5105,5105,30-34,Man
5106,5106,30-34,Man
5107,5107,22-24,Woman
5108,5108,60-69,Man
5109,5109,22-24,Man
5110,5110,25-29,Man
5111,5111,30-34,Man
5112,5112,55-59,Man
5113,5113,22-24,Man
5114,5114,60-69,Man
5115,5115,22-24,Woman
5116,5116,22-24,Man
5117,5117,25-29,Man
5118,5118,30-34,Man
5119,5119,22-24,Man
5120,5120,45-49,Man
5121,5121,22-24,Man
5122,5122,35-39,Man
5123,5123,18-21,Man
5124,5124,40-44,Man
5125,5125,18-21,Man
5126,5126,30-34,Man
5127,5127,35-39,Man
5128,5128,25-29,Woman
5129,5129,18-21,Man
5130,5130,22-24,Man
5131,5131,18-21,Man
5132,5132,45-49,Man
5133,5133,25-29,Man
5134,5134,35-39,Woman
5135,5135,22-24,Man
5136,5136,50-54,Man
5137,5137,22-24,Man
5138,5138,50-54,Man
5139,5139,22-24,Woman
5140,5140,30-34,Man
5141,5141,22-24,Man
5142,5142,30-34,Man
5143,5143,35-39,Man
5144,5144,25-29,Man
5145,5145,25-29,Man
5146,5146,22-24,Man
5147,5147,30-34,Woman
5148,5148,45-49,Woman
5149,5149,25-29,Woman
5150,5150,35-39,Man
5151,5151,30-34,Man
5152,5152,25-29,Man
5153,5153,25-29,Man
5154,5154,45-49,Man
5155,5155,35-39,Man
5156,5156,22-24,Man
5157,5157,18-21,Woman
5158,5158,25-29,Man
5159,5159,22-24,Woman
5160,5160,22-24,Man
5161,5161,45-49,Man
5162,5162,30-34,Man
5163,5163,25-29,Man
5164,5164,30-34,Man
5165,5165,30-34,Man
5166,5166,22-24,Woman
5167,5167,25-29,Man
5168,5168,40-44,Woman
5169,5169,18-21,Man
5170,5170,45-49,Woman
5171,5171,40-44,Man
5172,5172,35-39,Man
5173,5173,45-49,Man
5174,5174,22-24,Man
5175,5175,25-29,Man
5176,5176,25-29,Man
5177,5177,25-29,Woman
5178,5178,45-49,Man
5179,5179,40-44,Man
5180,5180,22-24,Man
5181,5181,22-24,Man
5182,5182,22-24,Prefer not to say
5183,5183,18-21,Man
5184,5184,50-54,Man
5185,5185,40-44,Man
5186,5186,22-24,Man
5187,5187,22-24,Woman
5188,5188,22-24,Man
5189,5189,35-39,Man
5190,5190,25-29,Man
5191,5191,40-44,Man
5192,5192,25-29,Woman
5193,5193,22-24,Man
5194,5194,22-24,Man
5195,5195,45-49,Man
5196,5196,50-54,Woman
5197,5197,22-24,Man
5198,5198,22-24,Man
5199,5199,25-29,Man
5200,5200,25-29,Man
5201,5201,25-29,Man
5202,5202,18-21,Woman
5203,5203,22-24,Woman
5204,5204,40-44,Prefer not to say
5205,5205,18-21,Man
5206,5206,18-21,Woman
5207,5207,35-39,Man
5208,5208,45-49,Man
5209,5209,22-24,Man
5210,5210,30-34,Man
5211,5211,18-21,Man
5212,5212,70+,Man
5213,5213,55-59,Man
5214,5214,35-39,Woman
5215,5215,22-24,Woman
5216,5216,22-24,Woman
5217,5217,22-24,Man
5218,5218,18-21,Woman
5219,5219,45-49,Man
5220,5220,22-24,Man
5221,5221,50-54,Man
5222,5222,25-29,Woman
5223,5223,18-21,Man
5224,5224,18-21,Man
5225,5225,35-39,Man
5226,5226,30-34,Man
5227,5227,55-59,Woman
5228,5228,30-34,Woman
5229,5229,22-24,Man
5230,5230,22-24,Man
5231,5231,25-29,Man
5232,5232,45-49,Man
5233,5233,45-49,Man
5234,5234,30-34,Man
5235,5235,18-21,Woman
5236,5236,25-29,Man
5237,5237,18-21,Woman
5238,5238,30-34,Man
5239,5239,18-21,Woman
5240,5240,22-24,Woman
5241,5241,55-59,Man
5242,5242,18-21,Man
5243,5243,35-39,Woman
5244,5244,25-29,Man
5245,5245,40-44,Woman
5246,5246,30-34,Man
5247,5247,22-24,Man
5248,5248,25-29,Man
5249,5249,22-24,Woman
5250,5250,25-29,Man
5251,5251,35-39,Man
5252,5252,25-29,Man
5253,5253,35-39,Woman
5254,5254,25-29,Man
5255,5255,22-24,Man
5256,5256,25-29,Woman
5257,5257,30-34,Man
5258,5258,18-21,Man
5259,5259,30-34,Man
5260,5260,30-34,Man
5261,5261,18-21,Man
5262,5262,60-69,Man
5263,5263,45-49,Man
5264,5264,18-21,Man
5265,5265,22-24,Man
5266,5266,18-21,Man
5267,5267,35-39,Man
5268,5268,25-29,Man
5269,5269,18-21,Woman
5270,5270,50-54,Woman
5271,5271,45-49,Man
5272,5272,25-29,Man
5273,5273,40-44,Woman
5274,5274,30-34,Woman
5275,5275,18-21,Woman
5276,5276,30-34,Woman
5277,5277,25-29,Woman
5278,5278,35-39,Woman
5279,5279,22-24,Man
5280,5280,25-29,Man
5281,5281,22-24,Man
5282,5282,45-49,Man
5283,5283,18-21,Man
5284,5284,35-39,Man
5285,5285,18-21,Man
5286,5286,18-21,Woman
5287,5287,22-24,Woman
5288,5288,25-29,Man
5289,5289,50-54,Man
5290,5290,50-54,Woman
5291,5291,25-29,Man
5292,5292,25-29,Man
5293,5293,60-69,Man
5294,5294,35-39,Woman
5295,5295,18-21,Man
5296,5296,25-29,Man
5297,5297,30-34,Man
5298,5298,18-21,Woman
5299,5299,45-49,Man
5300,5300,18-21,Man
5301,5301,50-54,Man
5302,5302,22-24,Man
5303,5303,35-39,Man
5304,5304,45-49,Man
5305,5305,18-21,Man
5306,5306,22-24,Man
5307,5307,35-39,Woman
5308,5308,18-21,Man
5309,5309,25-29,Man
5310,5310,45-49,Man
5311,5311,40-44,Woman
5312,5312,18-21,Man
5313,5313,30-34,Man
5314,5314,30-34,Man
5315,5315,40-44,Man
5316,5316,45-49,Man
5317,5317,18-21,Man
5318,5318,35-39,Man
5319,5319,22-24,Man
5320,5320,50-54,Man
5321,5321,25-29,Man
5322,5322,35-39,Man
5323,5323,40-44,Man
5324,5324,22-24,Man
5325,5325,50-54,Man
5326,5326,30-34,Woman
5327,5327,18-21,Man
5328,5328,25-29,Man
5329,5329,22-24,Man
5330,5330,30-34,Man
5331,5331,35-39,Man
5332,5332,55-59,Man
5333,5333,18-21,Man
5334,5334,30-34,Man
5335,5335,25-29,Man
5336,5336,50-54,Man
5337,5337,18-21,Man
5338,5338,45-49,Man
5339,5339,18-21,Man
5340,5340,60-69,Man
5341,5341,25-29,Man
5342,5342,18-21,Man
5343,5343,55-59,Man
5344,5344,22-24,Man
5345,5345,25-29,Man
5346,5346,22-24,Woman
5347,5347,22-24,Man
5348,5348,30-34,Woman
5349,5349,18-21,Woman
5350,5350,18-21,Man
5351,5351,30-34,Man
5352,5352,40-44,Woman
5353,5353,22-24,Man
5354,5354,18-21,Man
5355,5355,25-29,Man
5356,5356,22-24,Woman
5357,5357,55-59,Man
5358,5358,18-21,Woman
5359,5359,25-29,Man
5360,5360,22-24,Woman
5361,5361,35-39,Man
5362,5362,25-29,Man
5363,5363,18-21,Man
5364,5364,40-44,Man
5365,5365,45-49,Man
5366,5366,25-29,Man
5367,5367,22-24,Man
5368,5368,25-29,Man
5369,5369,22-24,Man
5370,5370,18-21,Woman
5371,5371,30-34,Man
5372,5372,40-44,Woman
5373,5373,25-29,Man
5374,5374,35-39,Man
5375,5375,18-21,Man
5376,5376,35-39,Man
5377,5377,18-21,Man
5378,5378,45-49,Man
5379,5379,18-21,Man
5380,5380,40-44,Man
5381,5381,40-44,Man
5382,5382,22-24,Woman
5383,5383,30-34,Man
5384,5384,50-54,Man
5385,5385,18-21,Man
5386,5386,40-44,Man
5387,5387,50-54,Man
5388,5388,18-21,Man
5389,5389,30-34,Man
5390,5390,30-34,Man
5391,5391,30-34,Man
5392,5392,30-34,Man
5393,5393,22-24,Man
5394,5394,18-21,Woman
5395,5395,18-21,Man
5396,5396,30-34,Man
5397,5397,50-54,Man
5398,5398,55-59,Man
5399,5399,25-29,Woman
5400,5400,25-29,Man
5401,5401,40-44,Man
5402,5402,18-21,Woman
5403,5403,25-29,Man
5404,5404,22-24,Man
5405,5405,45-49,Man
5406,5406,18-21,Man
5407,5407,22-24,Man
5408,5408,35-39,Man
5409,5409,50-54,Man
5410,5410,70+,Prefer not to say
5411,5411,40-44,Man
5412,5412,25-29,Man
5413,5413,25-29,Man
5414,5414,45-49,Man
5415,5415,22-24,Man
5416,5416,30-34,Man
5417,5417,18-21,Man
5418,5418,35-39,Woman
5419,5419,40-44,Man
5420,5420,25-29,Man
5421,5421,40-44,Man
5422,5422,50-54,Man
5423,5423,18-21,Man
5424,5424,22-24,Man
5425,5425,30-34,Man
5426,5426,25-29,Woman
5427,5427,22-24,Man
5428,5428,40-44,Man
5429,5429,30-34,Man
5430,5430,22-24,Man
5431,5431,18-21,Woman
5432,5432,22-24,Man
5433,5433,60-69,Man
5434,5434,55-59,Man
5435,5435,18-21,Woman
5436,5436,22-24,Man
5437,5437,25-29,Man
5438,5438,25-29,Man
5439,5439,18-21,Woman
5440,5440,45-49,Man
5441,5441,18-21,Man
5442,5442,18-21,Woman
5443,5443,35-39,Man
5444,5444,18-21,Man
5445,5445,22-24,Man
5446,5446,25-29,Man
5447,5447,40-44,Man
5448,5448,18-21,Man
5449,5449,25-29,Man
5450,5450,35-39,Man
5451,5451,22-24,Woman
5452,5452,50-54,Man
5453,5453,18-21,Woman
5454,5454,30-34,Man
5455,5455,35-39,Man
5456,5456,25-29,Man
5457,5457,30-34,Man
5458,5458,25-29,Man
5459,5459,50-54,Man
5460,5460,55-59,Man
5461,5461,25-29,Woman
5462,5462,18-21,Man
5463,5463,25-29,Man
5464,5464,30-34,Man
5465,5465,18-21,Man
5466,5466,18-21,Man
5467,5467,22-24,Man
5468,5468,22-24,Man
5469,5469,25-29,Woman
5470,5470,30-34,Woman
5471,5471,30-34,Man
5472,5472,18-21,Man
5473,5473,18-21,Man
5474,5474,18-21,Woman
5475,5475,50-54,Man
5476,5476,40-44,Man
5477,5477,25-29,Man
5478,5478,35-39,Woman
5479,5479,22-24,Man
5480,5480,25-29,Man
5481,5481,25-29,Man
5482,5482,18-21,Prefer not to say
5483,5483,30-34,Man
5484,5484,18-21,Woman
5485,5485,30-34,Man
5486,5486,45-49,Man
5487,5487,35-39,Man
5488,5488,30-34,Man
5489,5489,18-21,Man
5490,5490,30-34,Man
5491,5491,60-69,Man
5492,5492,55-59,Man
5493,5493,18-21,Man
5494,5494,25-29,Man
5495,5495,22-24,Man
5496,5496,25-29,Man
5497,5497,55-59,Woman
5498,5498,55-59,Man
5499,5499,60-69,Man
5500,5500,25-29,Man
5501,5501,35-39,Man
5502,5502,18-21,Man
5503,5503,18-21,Man
5504,5504,40-44,Man
5505,5505,45-49,Man
5506,5506,18-21,Man
5507,5507,18-21,Man
5508,5508,40-44,Man
5509,5509,25-29,Man
5510,5510,25-29,Woman
5511,5511,35-39,Man
5512,5512,60-69,Man
5513,5513,30-34,Nonbinary
5514,5514,22-24,Woman
5515,5515,22-24,Man
5516,5516,18-21,Woman
5517,5517,18-21,Man
5518,5518,22-24,Man
5519,5519,40-44,Man
5520,5520,25-29,Man
5521,5521,50-54,Man
5522,5522,45-49,Man
5523,5523,30-34,Man
5524,5524,22-24,Man
5525,5525,25-29,Man
5526,5526,40-44,Man
5527,5527,35-39,Man
5528,5528,60-69,Man
5529,5529,30-34,Woman
5530,5530,22-24,Man
5531,5531,25-29,Man
5532,5532,25-29,Woman
5533,5533,35-39,Man
5534,5534,35-39,Man
5535,5535,18-21,Man
5536,5536,30-34,Man
5537,5537,35-39,Man
5538,5538,35-39,Man
5539,5539,40-44,Man
5540,5540,25-29,Man
5541,5541,18-21,Man
5542,5542,35-39,Man
5543,5543,40-44,Man
5544,5544,22-24,Woman
5545,5545,30-34,Woman
5546,5546,25-29,Man
5547,5547,22-24,Woman
5548,5548,18-21,Woman
5549,5549,40-44,Man
5550,5550,30-34,Man
5551,5551,40-44,Man
5552,5552,18-21,Woman
5553,5553,25-29,Man
5554,5554,35-39,Man
5555,5555,22-24,Man
5556,5556,18-21,Man
5557,5557,45-49,Man
5558,5558,55-59,Man
5559,5559,25-29,Man
5560,5560,35-39,Man
5561,5561,22-24,Man
5562,5562,22-24,Man
5563,5563,18-21,Woman
5564,5564,22-24,Man
5565,5565,40-44,Man
5566,5566,30-34,Man
5567,5567,22-24,Man
5568,5568,18-21,Man
5569,5569,18-21,Man
5570,5570,60-69,Man
5571,5571,22-24,Man
